"id","category","subcategory","question","answer","keywords","difficulty","source","source_url","medical_safety_level"
86,"Hemoglobin","is","What is the minimum hemoglobin required to donate blood?","In most blood donation guidelines (including WHO, NBTC India, Red Cross, and NHS), the minimum hemoglobin threshold for whole blood donation is 12.5 $g/dL$ for females and 12.5 to 13.0 $g/dL$ for males.","minimum hemoglobin for donation,12.5 g/dL,donor screening","beginner","World Health Organization (WHO) Guidelines","https://www.who.int/publications/i/item/9789240026605","educational"
87,"Hemoglobin","do","Why do blood centers test hemoglobin before donation?","Hemoglobin is screened prior to donation to protect donor safety: removing 350 to 450 mL of blood from an anemic or borderline-anemic individual would induce iron depletion, severe fatigue, and symptomatic anemia.","pre-donation hemoglobin check,donor safety,anemia prevention","beginner","World Health Organization (WHO) Guidelines","https://www.who.int/publications/i/item/9789240026605","educational"
88,"Hemoglobin","is","How is hemoglobin tested at a blood donation camp?","Staff use non-invasive spectrophotometric sensors, microcuvette point-of-care digital hemoglobinometers (e.g., HemoCue), or the copper sulfate ($CuSO_4$) specific-gravity droplet method.","hemoglobin screening method,HemoCue,copper sulfate","intermediate","World Health Organization (WHO) Guidelines","https://www.who.int/publications/i/item/9789240026605","educational"
89,"Hemoglobin","causes","What causes low hemoglobin?","Low hemoglobin can stem from dietary iron deficiency, chronic blood loss (menorrhagia, gastrointestinal ulcers), vitamin B12 or folate deficiency, chronic kidney disease, bone marrow disorders, or hemoglobinopathies (thalassemia, sickle cell).","causes of low hemoglobin,iron deficiency,blood loss","intermediate","World Health Organization (WHO) Guidelines","https://www.who.int/publications/i/item/9789240026605","educational"
90,"Hemoglobin","foods","What foods help increase hemoglobin levels?","Dietary sources of bioavailable heme iron (lean red meat, poultry, fish) and non-heme iron (spinach, lentils, beans, fortified cereals, dried apricots) paired with vitamin C (citrus fruits, bell peppers) enhance iron absorption.","increase hemoglobin,iron-rich foods,vitamin C","beginner","World Health Organization (WHO) Guidelines","https://www.who.int/publications/i/item/9789240026605","educational"
91,"Hemoglobin","drinking","Does drinking tea or coffee affect iron absorption?","Yes. Tannins and polyphenols in tea and coffee bind to dietary non-heme iron in the gut, forming insoluble complexes that reduce iron absorption by up to 50% to 70% if consumed during or immediately after meals.","tea coffee iron absorption,tannins,inhibition","intermediate","World Health Organization (WHO) Guidelines","https://www.who.int/publications/i/item/9789240026605","educational"
92,"Hemoglobin","hemoglobin","Can hemoglobin be too high?","Yes. Abnormally high hemoglobin levels (> 18.0 $g/dL$) occur in polycythemia vera, chronic obstructive pulmonary disease (COPD), high-altitude adaptation, heavy smoking, or severe dehydration, increasing blood viscosity and stroke risk.","high hemoglobin,polycythemia,stroke risk","intermediate","World Health Organization (WHO) Guidelines","https://www.who.int/publications/i/item/9789240026605","educational"
93,"Hemoglobin","is","What is the difference between hemoglobin and hematocrit?","Hemoglobin measures the concentration of the oxygen-carrying protein in $g/dL$, while hematocrit measures the volumetric percentage of whole blood occupied by red cells. A rule of thumb is: $\text{Hematocrit} \approx 3 \times \text{Hemoglobin}$.","hemoglobin vs hematocrit,rule of three","intermediate","World Health Organization (WHO) Guidelines","https://www.who.int/publications/i/item/9789240026605","educational"
94,"Blood Groups","is","What is a blood group?","A blood group is a clinical classification of blood based on the presence or absence of inherited antigenic molecules (glycoproteins or glycolipids) located on the outer surface of red blood cell membranes.","blood group,definition,antigens,red cells","beginner","International Society of Blood Transfusion (ISBT)","https://www.isbtweb.org/","educational"
95,"Blood Groups","discovered","Who discovered the ABO blood group system?","Austrian physician Karl Landsteiner discovered the ABO blood group system in 1900, demonstrating that mixing blood from different individuals caused agglutination, for which he received the 1930 Nobel Prize in Medicine.","Karl Landsteiner,discovery of blood groups,1900,Nobel prize","beginner","International Society of Blood Transfusion (ISBT)","https://www.isbtweb.org/","educational"
96,"Blood Groups","are","What are the four main blood groups in the ABO system?","The four ABO blood groups are Group A, Group B, Group AB, and Group O, defined by whether red blood cells display the A antigen, B antigen, both A and B antigens, or neither antigen.","four ABO blood groups,A,B,AB,O","beginner","International Society of Blood Transfusion (ISBT)","https://www.isbtweb.org/","educational"
97,"Blood Groups","antigens","What antigens and antibodies does Type A blood have?","Type A blood has A antigens on the surface of its red blood cells and naturally occurring anti-B antibodies in its liquid plasma.","Type A blood,A antigen,anti-B antibodies","beginner","International Society of Blood Transfusion (ISBT)","https://www.isbtweb.org/","educational"
98,"Blood Groups","antigens","What antigens and antibodies does Type B blood have?","Type B blood has B antigens on the surface of its red blood cells and naturally occurring anti-A antibodies in its liquid plasma.","Type B blood,B antigen,anti-A antibodies","beginner","International Society of Blood Transfusion (ISBT)","https://www.isbtweb.org/","educational"
99,"Blood Groups","antigens","What antigens and antibodies does Type AB blood have?","Type AB blood has both A and B antigens on its red blood cells and has neither anti-A nor anti-B antibodies in its plasma.","Type AB blood,both antigens,no antibodies","beginner","International Society of Blood Transfusion (ISBT)","https://www.isbtweb.org/","educational"
100,"Blood Groups","antigens","What antigens and antibodies does Type O blood have?","Type O blood has neither A nor B antigens on its red blood cells, but possesses both anti-A and anti-B antibodies circulating in its plasma.","Type O blood,no antigens,anti-A,anti-B","beginner","International Society of Blood Transfusion (ISBT)","https://www.isbtweb.org/","educational"
101,"Blood Groups","is","What is Landsteiner's rule?","Landsteiner's rule states that if an individual's red blood cells lack a specific ABO agglutinogen (antigen), their plasma consistently contains the corresponding agglutinin (antibody) against that missing antigen.","Landsteiner rule,naturally occurring antibodies","intermediate","International Society of Blood Transfusion (ISBT)","https://www.isbtweb.org/","educational"
102,"Blood Groups","are","How are ABO antigens formed biochemically?","ABO antigens are built upon a precursor H substance. An enzyme coded by the ABO gene adds specific sugars: the A allele transfers N-acetylgalactosamine, the B allele transfers D-galactose, while the O allele produces an inactive enzyme.","biochemistry of ABO,H substance,fucose,transferase","advanced","International Society of Blood Transfusion (ISBT)","https://www.isbtweb.org/","educational"
103,"Blood Groups","are","Why are ABO antibodies naturally occurring?","Unlike Rh antibodies, ABO antibodies arise without prior transfusion: newborn gut colonization by environmental bacteria containing ABO-like polysaccharide surface chains stimulates natural production of anti-A and anti-B by 3 to 6 months of age.","naturally occurring antibodies,gut flora,anti-A,anti-B","advanced","International Society of Blood Transfusion (ISBT)","https://www.isbtweb.org/","educational"
104,"Blood Groups","common","How common is blood group O globally?","Blood group O is generally the most common blood group worldwide, found in approximately 38% to 45% of populations, although regional distributions vary substantially by geographic ancestry.","blood group O prevalence,global distribution","beginner","International Society of Blood Transfusion (ISBT)","https://www.isbtweb.org/","educational"
